kepoi_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
K00296.01,CONFIRMED,28.86237,0.778,5.4033,449.2,0.0213,0.44868,2.53,0.1789,88.35,623.0,35.56,27.0,12.08852,54.0103,64.4,5725.0,4.326,-0.08,1.088,0.915,12.935,13.32,12.871,12.77,12.706,11.846,11.551,11.469,0.41,19.00278,50.07544,0.12,0.23,-0.00013,-4e-05,0.03,-0.07,0.07,-0.18,0.05,0.19
K00351.02,CONFIRMED,210.60138,0.002,11.9922,4159.3,0.05875,1.22233,7.7,0.7133,90.0,342.0,3.22,142.042,74.07316,101.80441,232.4,5970.0,4.317,0.1,1.2,1.089,13.804,14.139,13.741,13.66,13.634,12.79,12.531,12.482,0.014,18.96223,49.30516,-0.087,-0.018,0.00032,0.00041,-0.086,-0.09,0.12,-0.071,-0.18,0.19
K00351.03,CONFIRMED,59.73714,0.005,8.0006,566.4,0.02168,1.04932,2.84,0.308,89.99,520.0,17.26,58.2791,9.60268,29.07821,43.5,5970.0,4.317,0.1,1.2,1.089,13.804,14.139,13.741,13.66,13.634,12.79,12.531,12.482,0.072,18.96223,49.30531,-0.2,0.52,0.00011,-0.00025,0.18,0.35,0.4,0.21,0.26,0.34
K02995.01,CONFIRMED,5.19493,0.093,3.167,272.9,0.0152,1.43034,2.03,0.064,89.58,1238.0,554.37,12.68,3.5159,13.47646,16.5,6415.0,4.374,0.21,1.224,1.293,15.598,16.022,15.545,15.416,15.375,14.559,14.245,14.201,0.108,19.39115,38.96014,-1.22,0.07,0.00036,-5e-05,0.07,0.52,0.52,-0.04,0.43,0.43
K02996.01,CONFIRMED,15.93144,0.604,2.435,556.7,0.02247,5.22683,1.77,0.1143,89.16,596.0,29.83,41.2,4.02373,11.74165,14.8,5380.0,4.616,-0.4,0.721,0.786,15.688,16.325,15.65,15.415,15.308,14.315,13.876,13.756,0.33,19.73402,50.4985,1.9,0.4,-0.00066,7e-05,-0.14,0.11,0.17,-0.06,0.21,0.21
K02998.01,CONFIRMED,28.22741,0.025,5.782,1113.4,0.03047,1.34675,2.82,0.1778,89.96,565.0,24.03,38.42,5.29615,19.21691,25.3,5858.0,4.553,-0.26,0.849,0.94,15.873,16.418,15.825,15.639,15.509,14.583,14.212,14.237,0.004,19.71234,39.25629,0.65,0.52,-0.00052,-0.001,-0.19,-0.14,0.23,-0.08,-0.05,0.09
K01232.02,FALSE POSITIVE,419.97508,0.68,12.1687,275.1,0.01607,0.84601,1.53,1.0328,89.8,215.0,0.51,199.062,7.14707,8.60598,5.9,5316.0,4.477,0.0,0.872,0.834,14.427,15.104,14.397,14.137,13.968,12.941,12.43,12.38,0.083,18.78273,42.12292,-4.5,-0.6,0.0025,0.0001,-0.2,0.1,0.2,-0.2,-0.03,0.2
K03081.01,FALSE POSITIVE,25.92001,0.054,5.609,331.4,0.01664,1.2966,1.28,0.1574,89.91,515.0,16.59,35.8,5.41622,9.95728,10.9,5517.0,4.631,-0.58,0.704,0.788,15.406,15.964,15.359,15.167,15.049,14.098,13.705,13.63,0.0,19.58473,38.78005,-18.1,16.5,0.00558,-0.00509,-4.976,5.104,7.128,-5.027,4.977,7.073
K00284.03,CONFIRMED,6.17817,0.775,3.2601,101.9,0.01012,0.41392,1.22,0.0643,85.28,1082.0,324.69,9.42,5.82808,33.61379,43.5,5931.0,4.322,-0.24,1.101,0.929,11.818,12.172,11.749,11.666,11.632,10.797,10.516,10.424,0.019,18.88237,41.343,-0.88,-0.13,7e-05,2e-05,-0.22,0.2,0.3,-0.47,0.17,0.5
K03082.01,FALSE POSITIVE,2.04517,0.74,3.625,154.8,0.01232,0.13423,2.9,0.041,76.18,2945.0,17791.98,3.1,3.90272,15.12881,16.5,9206.0,4.112,0.07,2.157,2.194,14.978,14.972,14.98,15.055,15.092,14.498,14.414,14.396,0.0,19.89206,47.83551,0.86,-1.93,-0.00013,0.00036,0.82,-1.1,1.37,0.63,-0.76,0.99
K00297.01,CONFIRMED,5.65179,0.906,3.0933,134.1,0.0127,0.15449,2.03,0.0676,81.85,1248.0,574.71,6.39,5.01571,35.91425,39.5,6085.0,4.218,0.48,1.463,1.29,12.182,12.51,12.127,12.042,12.031,11.202,10.906,10.875,0.564,19.08314,50.24234,-0.05,-0.24,1e-05,2e-05,0.1,-0.05,0.11,0.08,-0.15,0.17
K00299.01,CONFIRMED,1.54168,0.362,1.9118,296.5,0.01578,1.62021,1.88,0.0256,86.47,1592.0,1517.84,5.88,5.53119,46.36055,94.1,5533.0,4.337,0.18,1.089,0.94,12.899,13.424,12.843,12.675,12.618,11.672,11.316,11.253,0.062,19.0441,37.96442,-0.36,-0.3,5e-05,2e-05,0.156,0.09,0.18,0.268,0.2,0.33
K00300.01,FALSE POSITIVE,2.97602,0.721,3.73,114.9,0.01054,0.18167,2.07,0.0408,80.57,1740.0,2169.16,4.4,4.81749,41.62156,60.6,5947.0,3.939,-0.34,1.796,1.023,12.302,12.736,12.258,12.116,12.065,11.175,10.859,10.822,0.0,19.34144,38.51,3.84,1.77,-0.00045,-0.00023,5.27,-1.01,5.37,5.31,-1.12,5.43
K00354.01,CONFIRMED,15.95996,0.526,4.3149,523.2,0.02152,1.12586,2.27,0.1272,88.78,721.0,63.95,24.7,12.21102,55.78201,70.9,5936.0,4.501,0.07,0.965,1.075,13.235,13.65,13.221,13.057,12.999,12.063,11.775,11.708,0.0,19.76125,49.54015,0.35,0.17,0.00033,-6e-05,-0.05,0.14,0.15,0.14,0.21,0.26
K00355.01,CONFIRMED,4.90332,0.016,2.8887,334.5,0.01669,1.80763,2.37,0.0594,89.93,1247.0,570.65,13.195,8.33392,70.7743,84.5,6045.0,4.276,0.16,1.298,1.166,13.174,13.523,13.116,13.024,12.998,12.141,11.915,11.845,0.719,19.77111,49.69626,0.05,0.04,2e-05,-2e-05,0.06,-0.08,0.1,0.085,-0.21,0.23
K00356.01,CONFIRMED,1.82708,0.033,1.96401,1164.7,0.03082,2.24677,5.95,0.0276,89.74,1877.0,2925.17,7.3464,16.90253,263.46945,273.7,5311.0,3.864,-0.46,1.769,0.834,13.807,14.448,13.766,13.532,13.393,12.379,11.988,11.892,0.0,19.8491,49.63717,0.269,0.087,-0.00025,-7e-05,-0.029,0.046,0.055,-0.018,-0.074,0.076
K00358.01,FALSE POSITIVE,22.84524,0.617,5.3007,45676.0,0.20571,1.43854,30.35,0.1589,88.96,762.0,79.78,34.1103,597.85974,3381.9353,3845.4,5926.0,4.187,-0.04,1.351,1.024,13.883,14.253,13.824,13.724,13.68,12.835,12.574,12.465,0.0,19.59433,50.46935,0.0658,0.062,0.0117,-0.0067,-0.026,0.024,0.035,0.007,0.085,0.085
K03000.01,FALSE POSITIVE,18.39808,0.587,4.438,145.0,0.01141,0.99203,1.26,0.1319,88.71,686.0,52.31,26.09,4.37059,14.63119,17.2,5605.0,4.381,0.0,1.015,0.904,14.168,14.632,14.114,13.97,13.865,12.928,12.571,12.5,0.0,19.39795,40.99519,-8.18,1.85,0.00123,-0.00028,-4.79,1.24,4.95,-4.8,1.24,4.96
K03002.01,CONFIRMED,11.62904,0.925,2.97,88.0,0.01057,0.25649,1.31,0.0987,85.67,854.0,125.89,12.24,5.70325,11.5247,13.7,5721.0,4.307,0.0,1.131,0.945,13.256,13.68,13.213,13.074,13.014,12.227,11.908,11.88,0.881,19.47212,38.9149,-0.2,-0.5,1e-05,2e-05,0.59,-0.75,0.95,0.56,-0.9,1.06
K03003.01,FALSE POSITIVE,13.6551,0.235,4.117,196.3,0.01289,1.57973,1.35,0.1132,89.46,780.0,87.46,24.97,3.79659,12.41051,14.6,6065.0,4.487,-0.14,0.962,1.035,14.818,15.288,14.776,14.616,14.556,13.672,13.331,13.304,0.0,19.77457,48.90724,-3.23,5.2,0.00054,-0.00091,-2.25,3.64,4.28,-2.45,3.64,4.38
K03004.01,CONFIRMED,20.07088,0.643,6.354,405.7,0.01936,0.32782,3.2,0.1502,88.07,826.0,110.19,19.11,4.09563,11.07192,12.8,5902.0,4.128,0.16,1.513,1.12,14.935,15.392,14.869,14.739,14.657,13.848,13.525,13.489,0.64,18.9295,41.47136,0.2,-0.9,-0.00019,0.00021,-0.04,0.11,0.12,-0.05,0.04,0.06
K03084.01,FALSE POSITIVE,1.54041,0.781,1.703,107.1,0.01043,0.73496,0.92,0.0252,80.05,1446.0,1029.25,4.52,4.62067,10.68097,12.1,5769.0,4.57,-0.32,0.812,0.9,14.991,15.504,14.952,14.772,14.695,13.803,13.48,13.412,0.843,19.0677,38.41122,-0.9,-0.4,4e-05,-2e-05,2.68,-3.14,4.13,2.67,-2.99,4.01
K03085.01,FALSE POSITIVE,3.74785,0.468,3.713,98.2,0.00922,0.44812,0.89,0.047,86.12,1093.0,337.14,6.93,3.68537,15.60848,18.8,5706.0,4.537,0.02,0.886,0.986,14.323,14.84,14.257,14.102,14.036,13.104,12.773,12.706,0.006,19.3982,50.2684,1.21,1.6,-0.0001,-0.00013,1.04,-0.26,1.07,1.03,-0.05,1.03
K00520.03,CONFIRMED,25.75275,0.516,2.7678,738.9,0.02519,7.12817,2.27,0.1578,89.53,501.0,14.88,63.0,6.66283,28.69302,36.7,4963.0,4.501,0.16,0.826,0.789,14.55,15.237,14.472,14.255,14.105,13.097,12.686,12.567,0.173,19.64453,43.85335,-0.12,0.32,-0.00013,-0.00033,0.09,-0.16,0.18,0.03,-0.22,0.22
K00523.01,CONFIRMED,49.41121,0.885,5.278,3184.0,0.06105,0.56864,6.77,0.2655,88.79,497.0,14.48,41.87,28.41445,113.15372,125.4,5768.0,4.434,0.14,1.015,1.021,15.0,15.416,14.941,14.822,14.754,13.858,13.57,13.421,0.562,19.06981,45.05319,0.01,-0.06,0.00029,0.0001,-0.042,0.003,0.042,0.005,0.011,0.012
K00523.02,CONFIRMED,36.85678,0.05,7.495,714.1,0.0242,0.7906,2.68,0.2184,89.93,549.0,21.4,38.43,8.25354,33.13441,43.8,5768.0,4.434,0.14,1.015,1.021,15.0,15.416,14.941,14.822,14.754,13.858,13.57,13.421,0.585,19.06981,45.05313,0.13,-0.27,-2e-05,0.00017,-0.16,0.1,0.19,-0.12,0.11,0.16
K02964.02,FALSE POSITIVE,35.08093,0.712,6.92,100.7,0.00983,0.32779,1.21,0.2128,88.53,610.0,32.63,27.7,3.74759,7.46153,7.6,6007.0,4.353,0.0,1.126,1.042,14.089,14.578,14.053,13.879,13.809,12.849,12.517,12.468,0.442,19.97845,47.07611,2.2,1.0,-0.00014,-5e-05,0.6,-2.3,2.3,0.6,-2.1,2.2
K00574.02,CONFIRMED,10.39986,0.757,3.377,275.3,0.01663,0.71292,1.5,0.0862,87.28,678.0,49.86,15.97,4.17056,18.37435,22.8,4963.0,4.501,0.16,0.826,0.789,14.859,15.515,14.79,14.579,14.462,13.408,12.941,12.921,0.121,19.17099,44.30487,0.14,-0.46,-7e-05,0.00018,0.32,0.34,0.47,0.08,0.49,0.5
K00575.01,CONFIRMED,24.31574,0.653,4.1344,643.3,0.0245,1.4272,2.8,0.17,88.94,683.0,51.53,35.5,7.10529,36.69011,42.5,6242.0,4.442,-0.1,1.047,1.104,14.686,15.1,14.634,14.509,14.443,13.583,13.28,13.202,0.061,19.49517,44.38122,0.56,-0.17,-0.00039,1e-05,0.01,-0.05,0.05,0.01,-0.09,0.09
K00576.01,FALSE POSITIVE,199.44302,0.932,7.409,4036.0,0.07383,0.63048,9.3,0.6501,89.51,332.0,2.86,109.85,73.63789,118.90688,55.1,5646.0,4.278,0.0,1.153,0.918,14.546,15.081,14.501,14.317,14.229,13.319,12.9,12.878,0.0,18.78413,44.57774,-9.917,4.931,0.0467,-0.0235,-3.0,1.47,3.3,-6.844,3.053,7.494
K04260.03,FALSE POSITIVE,358.66044,0.062,16.732,133.8,0.01053,0.6626,1.62,0.9354,89.98,304.0,2.02,165.2,6.44922,7.70971,15.6,5619.0,4.07,-0.32,1.406,0.848,11.443,11.879,11.406,11.257,11.219,10.29,9.97,9.92,0.001,19.09307,43.07526,0.4,-2.01,-2e-05,0.00028,2.7,-0.4,2.7,2.7,-0.94,2.9
K00421.01,CONFIRMED,4.45419,0.479,2.3061,16042.0,0.11774,3.16564,11.76,0.0495,88.16,1017.0,252.22,14.918,102.56747,1030.3761,1022.2,5359.0,4.425,-0.06,0.915,0.812,14.995,15.686,14.949,14.699,14.562,13.581,13.148,13.071,0.0,19.99374,45.43965,0.441,-0.11,0.00058,0.0016,-0.005,-0.015,0.016,0.109,-0.175,0.206
K00423.01,CONFIRMED,21.0872,0.065,5.92691,8894.7,0.08683,1.09152,14.43,0.1527,89.87,873.0,137.06,29.494,71.81882,370.4678,556.2,6266.0,4.101,-0.28,1.522,1.066,14.327,14.742,14.279,14.149,14.076,13.236,12.999,12.918,0.007,19.79736,46.03428,0.226,-0.084,-0.00038,2e-05,0.006,-0.018,0.019,0.209,-0.048,0.214
K00424.01,FALSE POSITIVE,1.57563,1.065,2.59202,25627.0,0.3059,0.38307,28.66,0.0258,73.22,1577.0,1464.43,3.691,163.78027,2786.7952,465.4,6202.0,4.537,-0.62,0.858,0.923,14.731,15.142,14.703,14.554,14.5,13.624,13.285,13.242,0.0,19.69565,46.20309,-0.0975,-0.1264,-0.0004,0.0,0.006,0.002,0.006,-0.108,-0.09,0.141
K00070.04,CONFIRMED,6.09856,0.21,2.9815,84.4,0.00831,1.86534,0.84,0.0626,89.22,927.0,174.3,15.42,3.48632,16.53076,24.8,5465.0,4.449,0.02,0.925,0.876,12.498,12.997,12.423,12.284,12.209,11.252,10.91,10.871,0.376,19.17987,42.33855,0.08,-0.6,-1e-05,2e-05,0.28,0.91,0.96,0.21,0.65,0.68
K01278.05,FALSE POSITIVE,203.25051,0.336,9.81,238.9,0.01419,1.5917,1.35,0.626,89.87,292.0,1.71,151.5,4.0372,7.60386,7.0,5600.0,4.455,-0.36,0.872,0.793,15.204,15.632,15.164,15.02,14.971,14.08,13.718,13.65,0.184,18.97855,44.79749,2.4,-0.7,-0.00079,0.0002,0.29,-0.23,0.38,0.22,-0.28,0.35
K00477.01,CONFIRMED,16.54295,0.329,3.8516,726.0,0.02437,2.2311,2.31,0.1229,89.41,611.0,32.94,31.84,6.06077,30.50832,36.1,5215.0,4.518,0.28,0.867,0.904,14.687,15.408,14.606,14.378,14.282,13.267,12.789,12.724,0.639,19.84484,48.30228,0.15,-0.1,1e-05,-0.00014,-0.03,0.08,0.08,0.02,0.19,0.19
K00478.01,CONFIRMED,11.02347,0.724,1.4814,1795.5,0.04197,12.0446,2.46,0.0794,89.03,429.0,8.04,42.6,13.88383,82.51785,77.2,3744.0,4.718,0.2,0.537,0.551,14.273,15.89,14.497,13.58,13.129,11.804,11.163,10.963,0.683,19.87374,48.40155,0.84,1.44,0.00014,-0.0001,0.046,0.06,0.08,0.888,1.51,1.75
K00479.01,CONFIRMED,34.18884,0.065,5.3278,1063.2,0.02938,2.06775,2.97,0.1981,89.93,526.0,18.05,50.37,17.96367,77.94218,83.9,5515.0,4.453,0.0,0.925,0.888,14.106,14.578,14.039,13.904,13.847,12.923,12.583,12.513,0.051,18.90049,48.55272,0.08,0.43,-0.00034,-8e-05,-0.16,0.02,0.16,-0.21,0.2,0.29
K00480.01,CONFIRMED,4.30166,0.547,2.1055,739.4,0.02559,2.54886,2.42,0.0497,87.69,1009.0,244.48,13.56,8.43996,83.36584,88.3,5480.0,4.509,-0.04,0.865,0.881,14.332,14.927,14.286,14.077,14.023,13.07,12.719,12.605,0.833,19.36251,48.79186,0.01,-0.06,0.0,-3e-05,0.047,0.074,0.088,0.038,0.089,0.097
K00481.01,CONFIRMED,7.65024,0.014,2.752,981.4,0.02827,3.3687,2.3,0.0713,89.96,772.0,83.86,21.843,11.24693,68.67351,98.8,5409.0,4.609,-0.3,0.746,0.835,14.701,15.296,14.654,14.446,14.359,13.346,12.941,12.876,0.0,19.54401,48.8812,-0.18,0.05,-0.00027,-0.00065,0.038,0.15,0.16,-0.165,0.2,0.26
K00085.01,CONFIRMED,5.85994,0.049,4.0185,322.8,0.01645,0.80033,2.56,0.0682,89.75,1246.0,569.5,11.3257,14.80471,149.27219,186.7,6181.0,4.22,0.14,1.424,1.231,11.018,11.336,10.955,10.882,10.858,10.066,9.852,9.806,0.0,19.24591,41.1512,-0.051,0.085,1e-05,-7e-05,-1.15,1.38,1.8,-1.04,1.26,1.63
K00578.01,CONFIRMED,6.41251,0.553,5.2677,1156.4,0.03217,0.2483,3.89,0.0685,86.11,1069.0,308.76,8.14,17.06989,153.5705,183.1,6026.0,4.366,-0.02,1.108,1.038,14.684,15.185,14.646,14.469,14.433,13.526,13.182,13.077,0.009,19.59219,44.63809,-0.275,0.002,0.00015,-0.0001,0.016,0.021,0.027,-0.1,0.116,0.154
K00580.01,CONFIRMED,6.52121,0.514,2.7975,760.4,0.0259,1.76248,2.54,0.0682,88.14,932.0,178.27,15.82,7.51136,58.74353,69.8,5822.0,4.529,-0.06,0.898,0.994,14.856,15.337,14.791,14.65,14.587,13.651,13.353,13.281,0.01,19.48135,44.69994,-0.13,-0.33,0.00012,0.00024,0.124,0.082,0.149,0.126,-0.005,0.126
K00581.01,CONFIRMED,6.99693,0.022,2.7374,1317.4,0.0329,3.17236,3.21,0.0719,89.94,888.0,147.07,20.1734,12.11248,93.73316,101.6,5713.0,4.541,0.07,0.893,1.01,14.807,15.33,14.747,14.583,14.516,13.601,13.306,13.267,0.0,19.54476,45.06564,-0.04,0.16,0.00011,-0.00035,-0.023,0.048,0.053,-0.022,0.034,0.04
K00425.01,FALSE POSITIVE,5.42834,0.911,1.8931,13756.0,0.14122,2.2105,14.88,0.062,86.54,1033.0,269.19,15.1,86.79054,776.5968,140.2,5936.0,4.501,0.07,0.965,1.075,14.694,15.205,14.64,14.475,14.442,13.514,13.182,13.156,0.0,19.86495,46.80451,0.039,-0.189,0.00121,0.0022,-0.044,-0.214,0.218,0.121,-0.15,0.193
K00427.02,CONFIRMED,42.94952,0.013,5.4154,959.1,0.02767,2.47537,2.98,0.2283,89.99,487.0,13.29,62.26,7.65187,27.55069,40.7,5312.0,4.384,0.16,0.986,0.859,14.621,15.209,14.571,14.37,14.301,13.303,12.903,12.826,0.0,18.86817,47.26079,-0.42,-1.23,-0.00045,-0.0008,0.86,1.35,1.6,-0.07,0.21,0.22
K00427.03,CONFIRMED,117.03352,0.188,6.822,770.4,0.02491,3.18108,2.68,0.4453,89.92,349.0,3.49,132.1,6.27379,13.21637,21.9,5312.0,4.384,0.16,0.986,0.859,14.621,15.209,14.571,14.37,14.301,13.303,12.903,12.826,0.001,18.86817,47.26077,-0.58,-1.31,-0.00026,-0.00062,0.27,1.05,1.08,-0.31,0.09,0.33
K00481.02,CONFIRMED,1.554,0.016,1.7664,465.8,0.01952,2.54733,1.59,0.0246,89.87,1313.0,704.5,6.877,10.68481,55.11636,82.1,5409.0,4.609,-0.3,0.746,0.835,14.701,15.296,14.654,14.446,14.359,13.346,12.941,12.876,0.0,19.54401,48.88116,-0.04,-0.12,-0.00017,-0.0002,0.029,0.113,0.117,-0.183,0.125,0.222
K00481.03,CONFIRMED,34.25951,0.008,4.7743,1072.5,0.02953,2.89759,2.41,0.1937,89.99,468.0,11.36,56.439,12.49452,43.79359,66.1,5409.0,4.609,-0.3,0.746,0.835,14.701,15.296,14.654,14.446,14.359,13.346,12.941,12.876,0.0,19.544,48.88117,-0.49,-0.07,3e-05,-0.00058,0.12,0.03,0.12,-0.076,0.04,0.09
K00081.01,FALSE POSITIVE,23.87611,0.014,9.3113,1611.7,0.03779,0.27909,10.45,0.2237,89.96,1481.0,1135.6,20.3363,98.85156,537.77026,225.5,9974.0,4.048,0.21,2.533,2.615,11.409,11.296,11.447,11.61,11.715,11.164,11.141,11.115,0.0,19.58571,45.01848,-0.071,-0.031,0.00018,0.0,-0.1,-0.09,0.14,-0.15,-0.09,0.18
K00482.01,FALSE POSITIVE,4.9927,1.232,3.1008,557.4,0.25617,0.02667,26.6,0.0549,67.91,1051.0,288.29,3.28,6.58213,36.73482,42.3,5724.0,4.429,-0.18,0.951,0.887,14.917,15.476,14.877,14.678,14.589,13.687,13.309,13.276,0.0,19.78735,48.96362,3.05,-6.39,-0.00182,0.00354,1.429,-3.94,4.191,1.265,-3.736,3.945
K00483.01,CONFIRMED,4.7986,0.594,3.0384,817.4,0.02717,0.85703,2.51,0.0546,86.64,978.0,216.54,10.14,8.60385,73.07672,88.1,5631.0,4.557,-0.06,0.847,0.946,14.675,15.203,14.6,14.449,14.37,13.41,13.046,12.986,0.005,19.10339,49.4187,-0.29,-0.16,0.00023,0.0002,0.08,0.076,0.11,0.172,0.104,0.201
K00255.03,FALSE POSITIVE,7.73334,0.084,2.807,126.9,0.01026,3.01378,0.57,0.062,89.77,479.0,12.41,21.2,3.39602,7.33595,9.3,3780.0,4.746,-0.02,0.511,0.531,15.108,16.484,15.193,14.519,14.143,12.912,12.236,12.08,0.608,19.19057,42.54274,1.0,0.4,-0.00013,5e-05,1.1,1.45,1.8,0.7,2.15,2.3
K00528.01,CONFIRMED,9.57666,0.043,3.3603,746.8,0.0245,2.28537,2.88,0.0848,89.89,846.0,121.26,22.293,11.12871,66.11585,82.6,5386.0,4.322,0.18,1.076,0.886,14.598,15.143,14.548,14.364,14.278,13.28,12.967,12.899,0.239,19.14007,46.89638,-0.03,-0.37,-2e-05,0.00012,0.03,0.1,0.1,-0.06,-0.09,0.11
K00528.02,CONFIRMED,96.67819,0.336,5.6957,951.3,0.02804,4.04888,3.29,0.3962,89.85,392.0,5.55,126.0,12.95069,37.79153,44.7,5386.0,4.322,0.18,1.076,0.886,14.598,15.143,14.548,14.364,14.278,13.28,12.967,12.899,0.002,19.14006,46.8966,-0.38,0.42,0.00029,-0.00057,-0.04,-0.06,0.07,-0.11,-0.25,0.27
K00528.03,CONFIRMED,20.5528,0.568,2.2013,727.3,0.02542,10.12412,2.99,0.1411,89.47,656.0,43.8,60.9,7.28453,33.83324,42.4,5386.0,4.322,0.18,1.076,0.886,14.598,15.143,14.548,14.364,14.278,13.28,12.967,12.899,0.076,19.14009,46.89641,0.6,-0.26,-0.00045,4e-05,-0.01,0.33,0.33,-0.1,0.14,0.17
K00529.01,FALSE POSITIVE,2.02312,0.026,1.1829,1288.9,0.03268,11.37543,2.87,0.0301,89.89,1266.0,608.26,13.502,7.21096,69.42991,76.0,5559.0,4.578,-0.18,0.803,0.899,14.977,15.51,14.916,14.748,14.787,13.698,13.304,13.216,0.0,19.25656,47.0222,-1.516,0.845,-0.00085,0.00044,3.59,-1.81,4.02,0.063,0.159,0.171
K00530.01,CONFIRMED,10.94027,0.595,2.3494,538.6,0.0221,4.08831,2.08,0.0952,88.85,764.0,80.52,29.6,5.48296,24.89977,30.6,5749.0,4.547,-0.1,0.864,0.961,14.909,15.409,14.838,14.694,14.617,13.689,13.302,13.25,0.019,19.2447,47.39902,-0.68,-0.43,0.00034,0.00023,0.24,-0.18,0.29,0.15,-0.19,0.24
K00581.02,CONFIRMED,151.86395,0.016,8.577,747.0,0.02475,2.18379,2.41,0.5594,89.99,318.0,2.43,138.6,9.08546,13.33056,22.5,5713.0,4.541,0.07,0.893,1.01,14.807,15.33,14.747,14.583,14.516,13.601,13.306,13.267,0.92,19.54476,45.06559,0.19,-0.05,-0.0001,-5e-05,0.25,-0.19,0.31,0.25,-0.22,0.33
K00582.01,CONFIRMED,5.94504,0.763,2.7004,800.2,0.02842,0.84214,2.69,0.0599,86.24,857.0,127.64,11.63,10.03369,58.65358,67.6,5105.0,4.469,0.14,0.868,0.81,14.808,15.46,14.731,14.529,14.408,13.42,12.959,12.883,0.0,19.41223,45.32317,0.23,0.0,0.00022,0.00048,-0.28,-0.61,0.67,-0.131,-0.26,0.29
K00582.02,CONFIRMED,17.73843,0.845,3.0049,605.5,0.02604,1.08804,2.47,0.1241,88.16,596.0,29.74,26.3,6.75979,26.95527,29.8,5105.0,4.469,0.14,0.868,0.81,14.808,15.46,14.731,14.529,14.408,13.42,12.959,12.883,0.0,19.41224,45.32305,0.49,-0.42,1e-05,0.00064,-0.22,-0.48,0.53,-0.03,-0.15,0.15
K00582.03,CONFIRMED,9.93962,0.934,3.432,300.1,0.02031,0.14635,1.93,0.0844,84.14,722.0,64.29,9.14,3.92234,18.66565,21.5,5105.0,4.469,0.14,0.868,0.81,14.808,15.46,14.731,14.529,14.408,13.42,12.959,12.883,0.003,19.41222,45.32307,-0.41,-0.35,0.00028,0.00029,-0.46,-0.68,0.82,-0.36,-0.41,0.55
K00428.01,CONFIRMED,6.87317,0.055,6.8569,3753.8,0.05647,0.21298,13.44,0.0813,89.61,1482.0,1140.56,8.1021,49.78755,451.0735,535.5,6490.0,3.942,0.08,2.179,1.516,14.588,14.968,14.541,14.424,14.371,13.536,13.294,13.27,0.087,19.78758,47.52655,-0.007,-0.21,9e-05,0.00011,-0.021,0.003,0.021,0.001,-0.164,0.164
K00429.01,CONFIRMED,8.6001,0.048,4.0077,2791.6,0.04744,1.29335,4.17,0.0747,89.84,760.0,78.72,17.164,28.1551,199.57098,209.2,5246.0,4.501,-0.24,0.805,0.748,14.486,15.148,14.437,14.202,14.088,13.097,12.677,12.562,0.0,19.84668,47.86379,-0.067,0.13,0.00015,-0.00045,-0.015,0.014,0.021,-0.025,-0.022,0.033
K00430.01,CONFIRMED,12.37647,0.468,2.7075,1709.0,0.0382,4.18804,2.53,0.0893,89.17,483.0,12.87,32.4,15.07922,75.65289,81.2,4200.0,4.664,-0.12,0.607,0.622,14.897,16.073,14.853,14.393,14.135,12.991,12.369,12.193,0.078,19.03234,48.05438,0.03,0.2,0.00034,-0.00022,-0.046,0.037,0.059,-0.037,0.31,0.312
K00431.01,CONFIRMED,18.87022,0.013,3.1404,1096.6,0.02984,5.61288,2.82,0.1274,89.98,621.0,35.13,47.27,15.94462,60.20262,72.7,5402.0,4.452,-0.24,0.865,0.774,14.262,14.864,14.232,14.004,13.955,12.945,12.483,12.418,0.312,18.83069,48.25712,-0.33,0.01,0.00026,2e-05,0.014,-0.06,0.06,0.058,-0.16,0.17
K00070.05,CONFIRMED,19.57761,0.049,3.382,98.1,0.00891,4.36916,0.9,0.1362,89.94,628.0,36.82,44.5677,3.15686,12.24489,17.2,5465.0,4.449,0.02,0.925,0.876,12.498,12.997,12.423,12.284,12.209,11.252,10.91,10.871,0.276,19.17986,42.33878,-0.38,0.22,3e-05,-4e-05,0.12,0.97,0.98,0.04,0.71,0.71
K00484.01,CONFIRMED,17.20523,0.012,3.6688,1080.6,0.02954,3.20734,2.22,0.1192,89.98,553.0,22.05,36.887,10.46859,62.25205,75.7,5211.0,4.643,-0.4,0.689,0.766,14.472,15.103,14.42,14.202,14.106,13.114,12.649,12.558,0.052,19.41474,50.58146,0.06,0.56,0.00012,-0.00024,0.05,0.02,0.05,0.19,0.22,0.29
